field,season,animal.days,ndays,area_ha,area_acres,ADA
1,dormant,0,0,4.738691973481826,11.709544801072266,0
1,growing,174.33333333333334,97.91666666666666,4.738691973481826,11.709544801072266,14.888139231285002
1,total,174.33333333333334,97.91666666666666,4.738691973481826,11.709544801072266,14.888139231285002
10,dormant,0,0,7.740187503377486,19.126390330220936,0
10,growing,303.5833333333333,110.125,7.740187503377486,19.126390330220936,15.872484462144014
10,total,303.5833333333333,110.125,7.740187503377486,19.126390330220936,15.872484462144014
11,dormant,197.70833333333334,200,5.400336007719634,13.344500291875601,14.815716513094323
11,growing,268,94.625,5.400336007719634,13.344500291875601,20.083179897201827
11,total,465.70833333333337,294.625,5.400336007719634,13.344500291875601,34.89889641029615
12A,dormant,0,0,13.502660211596377,33.36574851586523,0
12A,growing,47,1,13.502660211596377,33.36574851586523,1.4086301698777044
12A,total,47,1,13.502660211596377,33.36574851586523,1.4086301698777044
12B,dormant,0,0,9.149855303593542,22.60974994794482,0
12B,growing,399.7916666666667,136,9.149855303593542,22.60974994794482,17.682268383645123
12B,total,399.7916666666667,136,9.149855303593542,22.60974994794482,17.682268383645123
14,dormant,0,0,8.115810629416911,20.054573855820657,0
14,growing,39,1,8.115810629416911,20.054573855820657,1.94469352878723
14,total,39,1,8.115810629416911,20.054573855820657,1.94469352878723
15,dormant,0,0,2.292254874702564,5.66427640813377,0
15,growing,130.75,95.91666666666667,2.292254874702564,5.66427640813377,23.083266171870783
15,total,130.75,95.91666666666667,2.292254874702564,5.66427640813377,23.083266171870783
16B,dormant,135,45,6.0352014969338,14.913284658998265,9.05233173555396
16B,growing,172,4,6.0352014969338,14.913284658998265,11.533341174187267
16B,total,307,49,6.0352014969338,14.913284658998265,20.585672909741227
17,dormant,0,0,2.584319568186106,6.385982868966277,0
17,growing,50.375,1.2916666666666667,2.584319568186106,6.385982868966277,7.888370675844671
17,total,50.375,1.2916666666666667,2.584319568186106,6.385982868966277,7.888370675844671
18,dormant,0,0,3.560153962658697,8.797318449427772,0
18,growing,183.625,12,3.560153962658697,8.797318449427772,20.872837678388695
18,total,183.625,12,3.560153962658697,8.797318449427772,20.872837678388695
19,dormant,0,0,7.486560401840698,18.49966508096846,0
19,growing,419.7083333333333,19.583333333333332,7.486560401840698,18.49966508096846,22.687347662585985
19,total,419.7083333333333,19.583333333333332,7.486560401840698,18.49966508096846,22.687347662585985
23,dormant,0,0,1.53375792006755,3.789992508382919,0
23,growing,300,144.91666666666666,1.53375792006755,3.789992508382919,79.15582928896114
23,total,300,144.91666666666666,1.53375792006755,3.789992508382919,79.15582928896114
24,dormant,0,0,1.789336197214422,4.4215392101266975,0
24,growing,217.70833333333334,3.9583333333333335,1.789336197214422,4.4215392101266975,49.2381324663397
24,total,217.70833333333334,3.9583333333333335,1.789336197214422,4.4215392101266975,49.2381324663397
25,dormant,0,0,6.952340490978917,17.179580970233452,0
25,growing,88,1.8333333333333335,6.952340490978917,17.179580970233452,5.122360094374535
25,total,88,1.8333333333333335,6.952340490978917,17.179580970233452,5.122360094374535
26,dormant,0,0,7.610535276190622,18.806013194230836,0
26,growing,227.375,115.25,7.610535276190622,18.806013194230836,12.090547722775838
26,total,227.375,115.25,7.610535276190622,18.806013194230836,12.090547722775838
27,dormant,0,0,1.743022065760944,4.307094675598581,0
27,growing,22.75,0.5833333333333334,1.743022065760944,4.307094675598581,5.281982801280844
27,total,22.75,0.5833333333333334,1.743022065760944,4.307094675598581,5.281982801280844
28,dormant,0,0,3.424686819310965,8.46257236485836,0
28,growing,274,114.29166666666666,3.424686819310965,8.46257236485836,32.37786197702854
28,total,274,114.29166666666666,3.424686819310965,8.46257236485836,32.37786197702854
29,dormant,0,0,3.509195661459996,8.671397939250724,0
29,growing,36,0.75,3.509195661459996,8.671397939250724,4.1515797397611625
29,total,36,0.75,3.509195661459996,8.671397939250724,4.1515797397611625
2A,dormant,0,0,3.241002176344669,8.008678427856495,0
2A,growing,233.08333333333331,110.04166666666667,3.241002176344669,8.008678427856495,29.1038447145789
2A,total,233.08333333333331,110.04166666666667,3.241002176344669,8.008678427856495,29.1038447145789
2B,dormant,0,0,1.395700058171359,3.448844628744337,0
2B,growing,152.16666666666669,90.08333333333334,1.395700058171359,3.448844628744337,44.12105590331214
2B,total,152.16666666666669,90.08333333333334,1.395700058171359,3.448844628744337,44.12105590331214
3,dormant,0,0,2.455856833387598,6.068545028142424,0
3,growing,270.5833333333333,114.16666666666667,2.455856833387598,6.068545028142424,44.58784306263253
3,total,270.5833333333333,114.16666666666667,2.455856833387598,6.068545028142424,44.58784306263253
30A,dormant,0,0,13.250819450837284,32.74343740399147,0
30A,growing,108,2.25,13.250819450837284,32.74343740399147,3.2983708664269513
30A,total,108,2.25,13.250819450837284,32.74343740399147,3.2983708664269513
30B,dormant,0,0,5.490006563940484,13.566080719825132,0
30B,growing,536.6666666666666,117.875,5.490006563940484,13.566080719825132,39.559448137618354
30B,total,536.6666666666666,117.875,5.490006563940484,13.566080719825132,39.559448137618354
31,dormant,0,0,6.658928975525486,16.45454644497225,0
31,growing,192,116.70833333333333,6.658928975525486,16.45454644497225,11.668507584945699
31,total,192,116.70833333333333,6.658928975525486,16.45454644497225,11.668507584945699
32,dormant,114.41666666666667,237.79166666666666,9.60106456263649,23.724710587502898,4.82267913215077
32,growing,71.25,1,9.60106456263649,23.724710587502898,3.0031978572388263
32,total,185.66666666666669,238.79166666666666,9.60106456263649,23.724710587502898,7.825876989389598
33,dormant,36,12,4.603750670856716,11.376098095220486,3.1645296742935884
33,growing,0,0,4.603750670856716,11.376098095220486,0
33,total,36,12,4.603750670856716,11.376098095220486,3.1645296742935884
34,dormant,0,0,7.050918299704159,17.42317166448396,0
34,growing,338.5,194.125,7.050918299704159,17.42317166448396,19.428150426251666
34,total,338.5,194.125,7.050918299704159,17.42317166448396,19.428150426251666
35,dormant,116.70833333333334,559.7916666666666,5.254178652987553,12.983338160464893,8.989085233004081
35,growing,341.375,57.91666666666667,5.254178652987553,12.983338160464893,26.293314999643854
35,total,458.08333333333337,617.7083333333333,5.254178652987553,12.983338160464893,35.28240023264794
36,dormant,0,0,6.758688963744027,16.701058363859676,0
36,growing,208.83333333333331,157.70833333333334,6.758688963744027,16.701058363859676,12.504197565421306
36,total,208.83333333333331,157.70833333333334,6.758688963744027,16.701058363859676,12.504197565421306
37A,dormant,0,0,6.346756711195654,15.683153171200022,0
37A,growing,743.5416666666666,154.08333333333334,6.346756711195654,15.683153171200022,47.410215187598865
37A,total,743.5416666666666,154.08333333333334,6.346756711195654,15.683153171200022,47.410215187598865
37B,dormant,837,153.04166666666669,5.502133073182737,13.596045930488202,61.56201621260228
37B,growing,1171.75,127.04166666666667,5.502133073182737,13.596045930488202,86.18314515784554
37B,total,2008.75,280.08333333333337,5.502133073182737,13.596045930488202,147.74516137044785
38A,dormant,505.5,228.75,2.785111409798543,6.8821495491826905,73.45088861953488
38A,growing,54.833333333333336,0.5833333333333334,2.785111409798543,6.8821495491826905,7.96747192740751
38A,total,560.3333333333334,229.33333333333334,2.785111409798543,6.8821495491826905,81.4183605469424
39A,dormant,85.25,177.25,1.885303647235391,4.658679577501013,18.299176533134613
39A,growing,39.16666666666667,0.4166666666666667,1.885303647235391,4.658679577501013,8.407246305545717
39A,total,124.41666666666667,177.66666666666666,1.885303647235391,4.658679577501013,26.70642283868033
39B,dormant,669.5833333333334,226,4.581146126576884,11.320241136077808,59.14921115941245
39B,growing,94,1,4.581146126576884,11.320241136077808,8.303710042043216
39B,total,763.5833333333334,227,4.581146126576884,11.320241136077808,67.45292120145567
4,dormant,0,0,2.349430749033685,5.8055608523996876,0
4,growing,46,0.9583333333333334,2.349430749033685,5.8055608523996876,7.923437746929519
4,total,46,0.9583333333333334,2.349430749033685,5.8055608523996876,7.923437746929519
40,dormant,374.5,169.79166666666666,3.369299297440023,8.325707028939169,44.981164806578285
40,growing,199.75,2.125,3.369299297440023,8.325707028939169,23.991956395498033
40,total,574.25,171.91666666666666,3.369299297440023,8.325707028939169,68.97312120207631
41,dormant,367.7916666666667,175,5.560133627634118,13.739368200565286,26.76918336401629
41,growing,270.25,2.875,5.560133627634118,13.739368200565286,19.669754537103167
41,total,638.0416666666667,177.875,5.560133627634118,13.739368200565286,46.43893790111946
42,dormant,126,158,2.474850537794727,6.11547942141766,20.603454172165506
42,growing,66.58333333333334,0.7083333333333334,2.474850537794727,6.11547942141766,10.887671880661536
42,total,192.58333333333334,158.70833333333334,2.474850537794727,6.11547942141766,31.491126052827045
43,dormant,243.25,5.791666666666667,8.040851800395515,19.86934684136734,12.242475907338905
43,growing,589.625,154.20833333333331,8.040851800395515,19.86934684136734,29.675107325240294
43,total,832.875,159.99999999999997,8.040851800395515,19.86934684136734,41.9175832325792
44,dormant,126,159.79166666666666,1.560537198908772,3.856165445363521,32.674946597920666
44,growing,90.08333333333334,0.9583333333333334,1.560537198908772,3.856165445363521,23.360857984359946
44,total,216.08333333333334,160.75,1.560537198908772,3.856165445363521,56.03580458228061
45,dormant,70,163,1.967066093082555,4.860718669311647,14.401162618595468
45,growing,94,1,1.967066093082555,4.860718669311647,19.338704087828198
45,total,164,164,1.967066093082555,4.860718669311647,33.73986670642367
46,dormant,126,162.70833333333331,2.368263586183554,5.852097734638871,21.53074089214188
46,growing,86.16666666666666,0.9166666666666666,2.368263586183554,5.852097734638871,14.724064869361575
46,total,212.16666666666666,163.62499999999997,2.368263586183554,5.852097734638871,36.254805761503455
47,dormant,120.75,160.95833333333334,3.111162472780439,7.687838028364104,15.706626434440425
47,growing,180.16666666666669,3.8333333333333335,3.111162472780439,7.687838028364104,23.43528388630794
47,total,300.9166666666667,164.79166666666669,3.111162472780439,7.687838028364104,39.141910320748366
48,dormant,0,0,4.619637859293282,11.415356132206664,0
48,growing,258.7083333333333,146.58333333333334,4.619637859293282,11.415356132206664,22.663185479025724
48,total,258.7083333333333,146.58333333333334,4.619637859293282,11.415356132206664,22.663185479025724
49,dormant,0,100.91666666666667,4.632187695136933,11.446367404068118,0
49,growing,195.16666666666669,221.79166666666666,4.632187695136933,11.446367404068118,17.050533132223514
49,total,195.16666666666669,322.7083333333333,4.632187695136933,11.446367404068118,17.050533132223514
5,dormant,0,0,7.330687411281251,18.114495127646535,0
5,growing,257.625,110.75,7.330687411281251,18.114495127646535,14.222035899129752
5,total,257.625,110.75,7.330687411281251,18.114495127646535,14.222035899129752
50,dormant,0,0,5.029129676834943,12.427230887942986,0
50,growing,666,191.54166666666669,5.029129676834943,12.427230887942986,53.59198730637244
50,total,666,191.54166666666669,5.029129676834943,12.427230887942986,53.59198730637244
51,dormant,0,0,2.517862040673047,6.2217629956051335,0
51,growing,213.58333333333331,126.54166666666667,2.517862040673047,6.2217629956051335,34.32842644186257
51,total,213.58333333333331,126.54166666666667,2.517862040673047,6.2217629956051335,34.32842644186257
52,dormant,0,0,6.115340271736205,15.11131157847375,0
52,growing,527.875,158.20833333333334,6.115340271736205,15.11131157847375,34.9324409902291
52,total,527.875,158.20833333333334,6.115340271736205,15.11131157847375,34.9324409902291
53,dormant,0,0,8.804850156793762,21.757224979945224,0
53,growing,576.9166666666666,306.0833333333333,8.804850156793762,21.757224979945224,26.516096018607197
53,total,576.9166666666666,306.0833333333333,8.804850156793762,21.757224979945224,26.516096018607197
55,dormant,0,0,2.84062095035846,7.019316399383272,0
55,growing,401.79166666666663,158.875,2.84062095035846,7.019316399383272,57.240854209388345
55,total,401.79166666666663,158.875,2.84062095035846,7.019316399383272,57.240854209388345
56,dormant,58.5,242.91666666666666,6.623116577777381,16.366052219516796,3.574472280507437
56,growing,266.33333333333337,2.8333333333333335,6.623116577777381,16.366052219516796,16.273523373934147
56,total,324.83333333333337,245.75,6.623116577777381,16.366052219516796,19.847995654441583
57,dormant,0,0,3.805370019806135,9.40325958744195,0
57,growing,77.04166666666667,1.7916666666666667,3.805370019806135,9.40325958744195,8.193080915213251
57,total,77.04166666666667,1.7916666666666667,3.805370019806135,9.40325958744195,8.193080915213251
58A,dormant,324,63.166666666666664,4.433379028959552,10.9551012495105,29.575262941041014
58A,growing,0,0,4.433379028959552,10.9551012495105,0
58A,total,324,63.166666666666664,4.433379028959552,10.9551012495105,29.575262941041014
58B,dormant,0,0,2.236071125639866,5.525443555012391,0
58B,growing,260,28,2.236071125639866,5.525443555012391,47.05504588208882
58B,total,260,28,2.236071125639866,5.525443555012391,47.05504588208882
59,dormant,204,12,3.420833234432913,8.45304996394545,24.13330110079975
59,growing,0,0,3.420833234432913,8.45304996394545,0
59,total,204,12,3.420833234432913,8.45304996394545,24.13330110079975
60,dormant,411.9583333333333,51,2.044150245617247,5.051197464432499,81.55656876099117
60,growing,0,0,2.044150245617247,5.051197464432499,0
60,total,411.9583333333333,51,2.044150245617247,5.051197464432499,81.55656876099117
61,dormant,62,2,2.501021226679331,6.180148502185961,10.03212139288727
61,growing,0,0,2.501021226679331,6.180148502185961,0
61,total,62,2,2.501021226679331,6.180148502185961,10.03212139288727
62,dormant,93,190.16666666666666,2.615614755431786,6.463314841409715,14.388901404610479
62,growing,74.41666666666666,0.7916666666666666,2.615614755431786,6.463314841409715,11.513699779854083
62,total,167.41666666666666,190.95833333333331,2.615614755431786,6.463314841409715,25.90260118446456
63,dormant,268.66666666666663,202.625,7.987736859904188,19.738097167666243,13.611578886478485
63,growing,35.25,0.375,7.987736859904188,19.738097167666243,1.7858864357879654
63,total,303.91666666666663,203,7.987736859904188,19.738097167666243,15.39746532226645
64,dormant,93,196.08333333333334,5.096109944668902,12.592742478774092,7.385206213559732
64,growing,78.33333333333334,0.8333333333333334,5.096109944668902,12.592742478774092,6.220514194216979
64,total,171.33333333333334,196.91666666666669,5.096109944668902,12.592742478774092,13.60572040777671
65,dormant,0,0,3.027597177060199,7.481344004374605,0
65,growing,376,4,3.027597177060199,7.481344004374605,50.25834927255578
65,total,376,4,3.027597177060199,7.481344004374605,50.25834927255578
66,dormant,0,0,2.017052804370927,4.984238332240778,0
66,growing,94,1,2.017052804370927,4.984238332240778,18.859451281042602
66,total,94,1,2.017052804370927,4.984238332240778,18.859451281042602
67,dormant,249.29166666666666,219.58333333333334,3.408985844017101,8.423774469858458,29.593820152553945
67,growing,47,0.5,3.408985844017101,8.423774469858458,5.57944662077233
67,total,296.29166666666663,220.08333333333334,3.408985844017101,8.423774469858458,35.173266773326276
68,dormant,249.29166666666669,215.04166666666666,4.520140707926831,11.169493696322597,22.31897644104876
68,growing,47,0.5,4.520140707926831,11.169493696322597,4.207889925706669
68,total,296.2916666666667,215.54166666666666,4.520140707926831,11.169493696322597,26.52686636675543
6A,dormant,0,0,4.946057680262979,12.221955830813833,0
6A,growing,249.83333333333331,8.916666666666666,4.946057680262979,12.221955830813833,20.441354623738437
6A,total,249.83333333333331,8.916666666666666,4.946057680262979,12.221955830813833,20.441354623738437
6B,dormant,0,0,7.289851032447181,18.013586393728605,0
6B,growing,224.08333333333331,10.791666666666666,7.289851032447181,18.013586393728605,12.439684604468741
6B,total,224.08333333333331,10.791666666666666,7.289851032447181,18.013586393728605,12.439684604468741
7,dormant,0,0,6.634203794389154,16.393449286125318,0
7,growing,522.875,94.91666666666667,6.634203794389154,16.393449286125318,31.89536203601386
7,total,522.875,94.91666666666667,6.634203794389154,16.393449286125318,31.89536203601386
8,dormant,0,198.04166666666666,5.171315200192074,12.778578425434626,0
8,growing,376,94.75,5.171315200192074,12.778578425434626,29.424243251628475
8,total,376,292.79166666666663,5.171315200192074,12.778578425434626,29.424243251628475
9,dormant,0,0,4.141306469914556,10.233375352482364,0
9,growing,139.04166666666669,2.9583333333333335,4.141306469914556,10.233375352482364,13.587077760510232
9,total,139.04166666666669,2.9583333333333335,4.141306469914556,10.233375352482364,13.587077760510232
