pasture,year,natgdiv,nonngdiv,invdiv,natfdiv,nonnfdiv,shrubdiv,treediv,sedgediv,ferndiv,horsediv,rushdiv,totaldiv
1,2012,1,13,2,2,6,3,4,0,1,0,1,33
1,2013,4,9,2,2,7,3,2,0,1,1,0,31
1,2014,2,11,1,1,8,4,1,0,0,0,1,29
1,2017,3,14,3,9,17,5,5,0,0,0,0,56
1,2018,2,13,2,7,14,3,4,3,1,0,3,52
3,2012,1,11,3,0,5,3,1,0,0,0,1,25
3,2013,2,13,3,0,5,2,3,0,1,0,0,29
3,2014,2,10,3,1,7,3,4,1,0,0,1,32
3,2016,2,12,3,5,13,5,4,0,2,0,0,46
3,2017,2,11,3,6,13,7,4,0,0,0,0,46
3,2018,3,12,3,11,17,5,4,1,0,0,3,59
4,2012,1,12,3,1,6,3,1,0,0,0,1,28
4,2013,2,13,0,2,3,2,0,0,1,0,0,23
4,2014,2,9,3,0,9,3,3,0,0,0,1,30
4,2016,1,9,1,3,8,3,0,0,0,0,1,26
4,2017,1,8,0,2,12,3,0,0,0,0,0,26
4,2018,2,15,0,4,13,3,0,0,0,0,2,39
5,2012,3,13,2,1,6,4,2,1,1,0,1,34
5,2013,2,12,1,1,5,4,2,0,1,0,0,28
5,2014,5,12,2,3,7,5,3,0,1,0,1,39
5,2016,4,14,2,6,14,3,4,1,1,1,1,51
5,2017,2,14,3,9,12,7,3,0,0,0,0,50
5,2018,1,10,1,9,14,8,4,2,2,0,3,54
7,2012,3,9,2,0,4,3,1,0,0,0,1,23
7,2013,3,13,3,2,5,3,1,0,1,0,0,31
7,2014,2,8,1,0,6,3,0,0,0,0,1,21
7,2016,3,12,3,5,17,3,1,0,1,0,0,45
7,2017,4,11,2,5,16,6,3,0,0,0,0,47
7,2018,3,12,3,10,19,5,3,1,0,0,3,59
8,2012,1,11,2,0,3,3,1,0,0,0,1,22
8,2013,5,12,2,0,8,3,1,0,1,1,1,34
8,2014,4,10,2,1,7,3,1,0,0,0,1,29
8,2016,2,13,2,5,11,6,4,2,0,0,0,45
8,2017,4,10,2,4,15,4,3,0,0,0,0,42
8,2018,5,15,2,6,19,4,3,0,0,0,1,55
9,2012,1,11,3,0,3,3,1,0,0,0,1,23
9,2013,3,16,2,0,7,4,4,0,1,0,0,37
9,2014,4,8,4,2,7,2,0,1,0,1,1,30
9,2016,2,11,3,3,15,5,2,1,0,0,1,43
9,2017,2,10,2,5,7,4,3,0,0,0,0,33
9,2018,2,7,2,2,7,3,3,1,0,0,1,28
10,2012,2,10,2,0,5,3,2,0,1,0,1,26
10,2013,3,8,3,1,4,3,1,1,0,1,0,25
10,2014,3,7,2,5,6,0,2,0,1,0,1,27
10,2016,2,10,2,14,10,4,3,0,0,0,1,46
10,2017,3,13,3,17,10,5,4,0,0,0,0,55
10,2018,3,9,3,14,11,5,3,0,1,0,1,50
11,2012,2,8,3,0,6,3,1,0,1,0,1,25
11,2013,2,11,3,0,4,3,1,1,0,1,0,26
11,2014,3,8,4,1,4,2,2,0,1,0,1,26
11,2016,3,11,5,3,10,4,0,0,1,0,0,37
11,2017,3,13,3,5,12,4,1,0,0,0,0,41
11,2018,3,7,2,3,8,4,1,0,1,0,2,31
14,2012,1,10,4,0,6,4,4,0,1,0,1,31
14,2013,4,11,3,4,5,4,0,1,1,1,0,34
14,2014,3,7,2,8,9,4,5,0,1,0,1,40
14,2016,3,8,3,7,13,4,3,0,0,0,0,41
14,2017,4,8,3,4,12,5,3,0,0,0,0,39
14,2018,4,6,2,7,11,5,4,0,0,0,2,41
15,2012,0,13,5,0,6,4,0,0,1,0,1,30
15,2013,3,12,3,2,7,4,1,1,0,1,0,34
15,2014,1,7,5,5,3,7,1,0,1,0,0,30
15,2016,2,9,3,5,10,3,2,0,0,0,1,35
15,2017,1,8,3,5,11,6,2,0,0,0,0,36
15,2018,1,9,3,8,12,5,2,0,1,0,1,42
17,2012,0,11,4,0,5,4,3,0,1,0,1,29
17,2013,4,11,2,3,6,3,1,1,1,1,0,33
17,2014,2,5,0,3,5,4,3,0,1,0,0,23
17,2016,3,12,2,4,18,4,1,0,0,0,0,44
17,2017,2,8,2,9,9,4,2,0,0,0,0,36
17,2018,2,7,2,5,9,3,1,0,0,0,0,29
18,2012,0,13,3,1,7,3,2,0,1,1,1,32
18,2013,3,12,3,4,6,3,1,1,0,0,0,33
18,2014,3,7,3,1,3,2,3,0,1,0,1,24
18,2016,3,15,4,4,11,3,1,0,0,1,1,43
18,2017,2,10,2,3,9,3,2,0,0,0,0,31
18,2018,2,14,3,2,9,3,2,0,0,1,2,38
19,2012,0,13,5,1,7,3,1,0,0,0,1,31
19,2013,1,11,3,3,5,2,1,1,0,0,0,27
19,2014,4,10,3,5,7,3,0,0,0,0,0,32
19,2016,1,11,5,3,10,3,0,0,0,0,0,33
19,2017,1,10,4,1,10,3,1,0,0,0,0,30
19,2018,2,13,4,7,12,3,4,1,0,0,1,47
20,2012,0,6,5,0,5,5,1,0,1,0,0,23
20,2013,0,4,4,0,5,4,2,0,0,0,0,19
20,2014,1,4,4,1,7,5,3,0,1,0,0,26
20,2016,1,4,3,4,6,8,3,1,1,0,0,31
20,2017,2,12,5,8,10,8,3,0,0,0,0,48
20,2018,2,9,3,8,14,9,3,0,1,0,0,49
21,2012,0,14,6,1,6,3,2,1,1,1,1,36
21,2013,0,8,3,1,7,3,2,0,0,0,0,24
21,2014,3,10,2,3,13,7,3,1,0,1,1,44
21,2016,3,12,4,5,13,4,3,1,1,1,1,48
21,2017,1,11,4,12,14,5,2,0,0,0,0,49
21,2018,3,13,5,14,18,8,2,3,1,0,4,71
22,2012,1,13,5,1,6,3,2,0,0,0,1,32
22,2013,3,11,3,0,6,3,1,1,1,0,0,29
22,2014,3,13,7,4,9,4,3,0,0,0,1,44
22,2016,1,14,6,8,8,4,3,0,0,0,1,45
22,2017,2,13,4,4,13,3,3,0,0,0,0,42
22,2018,2,11,7,11,11,6,3,1,0,0,0,52
23,2012,2,15,3,0,6,2,0,1,0,0,1,30
23,2013,2,7,3,0,1,2,1,0,1,0,0,17
23,2014,3,9,4,5,9,3,1,0,0,0,1,35
23,2016,1,11,6,2,8,1,1,0,0,0,1,31
23,2017,2,11,4,6,14,3,1,0,0,0,0,41
23,2018,1,7,5,4,9,2,2,0,0,0,2,32
24,2013,1,11,5,0,7,4,0,1,0,0,0,29
24,2014,1,9,4,5,9,9,0,0,0,0,0,37
24,2016,1,8,5,1,7,2,0,0,0,0,1,25
24,2017,1,8,5,4,13,5,0,0,0,0,0,36
24,2018,1,8,5,4,8,4,0,0,0,0,1,31
25,2012,2,12,5,0,6,5,3,0,1,0,1,35
25,2013,2,9,3,3,7,3,1,1,0,0,0,29
25,2014,2,5,3,4,9,4,1,0,0,0,0,28
25,2016,2,12,7,11,17,5,5,0,0,0,1,60
25,2017,3,10,3,7,14,4,1,0,0,0,0,42
25,2018,4,6,3,10,13,5,2,0,0,0,1,44
26,2012,3,13,6,1,6,6,0,0,1,0,1,37
26,2013,5,11,6,4,8,5,0,1,0,1,0,41
26,2014,4,7,6,9,10,8,2,0,0,0,1,47
26,2016,3,13,3,5,14,5,2,0,0,0,1,46
26,2017,4,10,4,8,16,5,1,0,0,0,0,48
26,2018,4,11,5,16,16,8,2,0,1,0,1,64
27,2012,0,13,4,0,6,3,2,0,0,0,1,29
27,2013,3,8,2,4,5,3,2,1,0,1,0,29
27,2014,5,9,3,13,12,5,3,1,1,1,1,54
27,2016,0,11,3,7,14,4,2,0,0,0,1,42
27,2017,4,12,3,8,16,3,3,0,0,0,0,49
27,2018,5,15,6,19,15,7,3,1,1,0,1,73
28,2012,1,11,5,0,6,6,1,0,0,0,1,31
28,2013,2,13,3,3,6,4,1,1,0,0,0,33
28,2014,3,9,4,8,13,7,1,0,0,0,1,46
28,2016,1,12,2,7,16,5,1,0,0,0,1,45
28,2017,2,10,3,11,13,10,1,0,0,0,0,50
28,2018,3,10,5,19,19,6,1,0,0,0,1,64
29,2012,1,12,5,0,7,4,0,0,0,0,1,30
29,2013,1,12,5,4,5,3,2,1,0,0,0,33
29,2014,3,8,4,2,10,4,1,0,0,0,1,33
29,2016,1,9,5,5,17,3,1,0,0,0,1,42
29,2017,3,11,3,6,14,3,1,0,0,0,0,41
29,2018,2,9,5,4,14,6,2,0,0,0,0,42
31,2012,1,11,4,0,7,6,2,0,1,0,1,33
31,2013,2,12,4,4,4,3,2,1,0,0,0,32
31,2014,2,11,4,7,9,7,2,0,1,0,1,44
31,2016,4,17,4,13,14,8,1,0,0,0,0,61
31,2017,3,11,5,6,16,4,1,0,0,0,0,46
31,2018,3,12,4,11,13,6,1,0,1,0,1,52
32,2012,1,15,4,0,6,7,3,0,1,0,1,38
32,2013,3,12,3,3,4,5,2,1,0,1,0,34
32,2014,4,12,5,5,9,6,2,0,1,0,1,45
32,2016,4,9,4,13,14,6,2,0,1,0,0,53
32,2017,2,11,3,6,11,5,3,0,0,0,0,41
32,2018,4,10,3,16,13,8,2,0,1,0,1,58
33,2012,1,11,4,0,5,6,3,0,1,0,1,32
33,2013,2,11,3,3,3,3,1,0,0,1,0,27
33,2014,4,9,5,7,9,7,3,0,0,0,1,45
33,2016,3,9,4,11,12,5,2,0,1,0,1,48
33,2017,3,12,3,14,12,5,3,0,0,0,0,52
33,2018,3,12,6,13,15,6,3,0,1,0,1,60
34,2012,1,12,5,0,6,9,2,1,1,0,1,38
34,2013,5,14,5,1,7,3,2,1,1,1,1,41
34,2014,4,11,6,4,5,9,2,0,1,0,1,43
34,2016,3,10,6,11,15,6,2,0,1,0,1,55
34,2017,7,14,4,17,19,7,3,0,0,0,0,71
34,2018,4,14,5,18,18,9,3,0,2,0,1,74
35,2012,1,13,7,0,6,4,1,1,0,0,1,34
35,2013,2,11,6,0,7,3,1,0,1,0,0,31
35,2014,5,9,3,1,8,7,3,0,1,0,1,38
35,2016,4,13,7,5,17,5,3,1,1,0,0,56
35,2017,5,11,5,6,16,3,3,0,0,0,0,49
35,2018,6,15,6,14,24,5,3,2,0,0,2,77
36,2012,1,12,4,0,4,5,2,0,1,0,1,30
36,2013,2,9,4,0,4,4,2,0,0,0,1,26
36,2014,4,7,2,4,4,3,2,0,0,0,1,27
36,2016,4,8,4,8,15,4,2,0,0,0,1,46
36,2017,3,9,2,1,12,3,2,0,0,0,0,32
36,2018,4,12,4,9,13,5,2,0,0,0,1,50
40,2012,0,15,5,0,6,5,5,0,1,1,1,39
40,2013,1,10,4,2,3,4,3,0,0,1,0,28
40,2014,4,13,8,11,12,10,6,0,1,1,1,67
40,2016,2,13,7,14,18,7,6,0,0,1,2,70
40,2017,1,9,6,4,14,9,6,0,0,0,0,49
40,2018,0,6,5,5,4,6,6,0,1,0,1,34
41,2012,0,14,4,0,6,4,2,0,1,0,1,32
41,2013,0,13,4,2,6,4,2,0,0,0,0,31
41,2014,1,13,4,9,10,8,2,0,1,1,1,50
41,2016,0,16,6,23,24,8,3,0,1,1,1,83
41,2017,3,14,6,10,19,7,4,0,0,0,0,63
41,2018,2,10,5,6,14,6,3,1,1,0,4,52
42,2012,0,14,4,0,5,4,1,0,1,0,0,29
42,2013,0,13,5,1,6,3,1,0,0,0,0,29
42,2014,1,12,5,4,9,6,1,0,1,0,0,39
42,2016,3,14,4,7,15,4,2,0,1,0,0,50
42,2017,1,13,4,7,16,53,2,0,0,0,0,96
42,2018,2,10,4,7,12,8,1,0,1,0,0,45
43,2012,0,13,4,0,6,6,0,0,1,0,1,31
43,2013,1,10,4,2,6,3,1,1,0,0,0,28
43,2014,2,9,7,1,8,3,1,0,0,0,0,31
43,2016,2,8,7,6,14,8,1,0,1,0,1,48
43,2017,0,11,5,4,13,6,2,0,0,0,0,41
43,2018,2,9,4,8,13,6,2,0,1,0,0,45
44,2012,0,13,4,0,6,3,0,0,0,0,1,27
44,2013,1,10,3,1,5,3,1,1,0,0,0,25
44,2014,1,11,5,5,10,3,1,0,0,0,0,36
44,2016,2,12,4,3,10,3,1,0,1,0,0,36
44,2017,2,11,4,4,13,5,2,0,0,0,0,41
44,2018,1,12,3,8,8,6,1,0,0,0,0,39
45,2012,1,11,4,0,6,4,2,0,0,0,1,29
45,2013,0,9,5,1,6,4,0,0,0,0,0,25
45,2014,3,10,5,6,9,5,1,0,0,0,1,40
45,2016,0,12,8,4,14,6,0,0,0,0,0,44
45,2017,0,9,4,5,11,7,1,0,0,0,0,37
45,2018,3,14,7,13,16,9,3,0,1,0,1,67
46,2012,0,13,4,0,6,3,0,0,0,0,0,26
46,2013,0,11,5,1,6,3,0,0,0,0,0,26
46,2014,0,9,6,3,6,5,1,0,0,0,0,30
46,2016,1,13,6,3,15,3,0,0,0,0,1,42
46,2017,0,8,4,1,8,4,1,0,0,0,0,26
46,2018,2,13,4,6,11,4,3,0,1,0,1,45
47,2012,1,13,3,0,6,3,0,0,1,0,1,28
47,2013,0,11,5,2,6,2,1,0,0,0,0,27
47,2014,2,10,6,0,8,3,1,0,1,0,1,32
47,2016,0,13,6,5,18,3,2,0,1,0,0,48
47,2017,1,11,5,2,20,3,1,0,0,0,0,43
47,2018,1,8,4,3,14,3,1,0,0,0,0,34
48,2012,0,10,3,0,6,2,0,0,1,0,0,22
48,2013,0,11,4,0,6,2,0,0,0,0,0,23
48,2014,1,9,2,2,7,8,0,0,1,0,0,30
48,2016,1,10,3,3,14,5,0,0,0,0,0,36
48,2017,0,7,4,1,9,3,0,0,0,0,0,24
48,2018,1,12,3,3,18,3,0,0,0,0,0,40
49,2012,1,14,5,0,6,6,1,0,0,0,1,34
49,2013,1,9,4,3,6,4,2,0,0,0,0,29
49,2014,2,8,3,4,9,5,1,0,0,0,1,33
49,2016,2,10,6,6,12,8,1,0,0,0,0,45
49,2017,1,12,5,3,14,5,1,0,0,0,0,41
49,2018,3,5,4,6,11,6,1,0,1,0,0,37
50,2012,0,11,3,1,6,3,0,0,0,0,0,24
50,2013,0,11,3,4,6,2,0,0,0,0,0,26
50,2014,0,8,3,3,9,6,1,0,0,0,1,31
50,2016,1,13,4,1,19,4,0,0,0,0,0,42
50,2017,0,11,4,4,14,4,1,0,0,0,0,38
50,2018,1,8,5,6,18,5,0,0,0,0,1,44
51,2012,0,12,5,0,6,4,0,0,1,0,1,29
51,2013,0,9,4,2,6,3,0,0,0,0,0,24
51,2014,1,10,6,0,8,3,0,0,0,0,1,29
51,2016,2,15,6,7,18,5,3,0,1,0,0,57
51,2017,2,11,4,7,13,7,2,0,0,0,0,46
51,2018,2,11,4,6,17,5,2,0,0,0,1,48
52,2012,0,12,4,1,6,5,1,0,1,0,1,31
52,2013,1,13,7,3,4,4,0,1,0,0,0,33
52,2014,5,10,6,1,8,7,3,0,1,0,1,42
52,2016,1,14,4,3,18,2,0,0,0,0,1,43
52,2017,4,9,4,6,10,6,2,0,0,0,0,41
52,2018,3,6,4,15,11,9,3,0,2,0,1,54
53,2012,0,13,4,1,7,3,0,0,1,0,1,30
53,2013,1,10,4,3,7,2,0,1,0,0,0,28
53,2014,3,7,5,4,6,5,1,0,1,0,1,33
53,2016,1,10,5,2,17,1,0,0,0,0,0,36
53,2017,0,9,6,3,15,4,1,0,0,0,0,38
53,2018,2,6,5,9,10,7,2,0,1,0,1,43
55,2012,0,11,4,0,5,3,0,0,0,0,1,24
55,2013,1,8,6,0,6,1,0,0,1,0,0,23
55,2014,4,7,6,1,9,3,1,0,0,0,1,32
55,2016,1,8,6,3,18,2,0,0,0,0,1,39
55,2017,0,8,4,2,12,1,0,0,0,0,0,27
55,2018,1,5,3,0,10,1,0,0,0,0,1,21
56,2012,0,13,4,1,6,4,1,0,1,0,1,31
56,2013,2,13,6,3,6,3,1,0,0,1,0,35
56,2014,4,7,6,5,6,4,2,0,0,0,1,35
56,2016,1,15,6,7,12,1,2,0,0,0,1,45
56,2017,3,7,5,3,10,4,2,0,0,0,0,34
56,2018,3,10,4,6,10,5,2,0,1,0,1,42
57,2012,0,11,4,2,6,5,0,0,1,0,1,30
57,2013,2,12,6,0,6,3,1,0,1,0,0,31
57,2014,4,10,5,5,7,3,0,0,1,0,1,36
57,2016,4,12,6,8,15,3,1,0,1,0,1,51
57,2017,3,12,4,6,16,6,0,0,0,0,0,47
57,2018,4,13,5,15,16,11,0,0,1,0,1,66
59,2012,0,9,4,0,4,5,1,1,1,1,1,27
59,2013,2,11,2,2,4,3,1,0,0,1,0,26
59,2014,3,8,4,10,5,7,2,1,1,1,1,43
59,2016,2,11,2,5,8,5,2,2,0,1,1,39
59,2017,3,11,4,7,13,5,3,0,0,0,0,46
59,2018,2,15,4,14,16,8,3,3,1,1,5,72
60,2012,0,10,3,0,4,5,1,1,1,1,1,27
60,2013,2,10,2,1,3,2,0,0,1,0,0,21
60,2014,3,7,2,3,5,4,3,1,1,1,1,31
60,2016,2,9,3,3,10,3,2,1,0,0,1,34
60,2017,4,10,3,12,17,5,4,0,0,0,0,55
60,2018,4,13,2,13,9,7,3,0,0,0,1,52
61,2012,0,13,5,1,5,3,2,0,1,0,1,31
61,2013,0,12,3,1,2,3,1,0,0,0,0,22
61,2014,2,11,4,6,10,3,2,1,1,0,1,41
61,2016,1,12,6,6,9,3,0,0,2,0,1,40
61,2017,1,12,3,10,10,6,1,0,0,0,0,43
61,2018,2,12,3,12,18,5,2,0,1,0,1,56
62,2012,0,13,4,2,5,3,1,0,1,0,1,30
62,2013,1,9,4,1,5,4,1,1,0,0,0,26
62,2014,1,12,7,6,10,3,1,0,1,0,1,42
62,2016,1,11,7,13,13,5,0,0,1,0,0,51
62,2017,1,9,4,3,12,4,0,0,0,0,0,33
62,2018,1,11,5,3,17,3,1,0,1,0,0,42
63,2012,0,12,6,0,6,2,0,0,0,0,0,26
63,2013,1,10,4,4,5,2,0,0,0,0,0,26
63,2014,2,8,4,7,10,9,2,0,1,0,0,43
63,2016,0,12,8,5,14,3,0,0,0,0,1,43
63,2017,3,9,5,4,15,4,1,0,0,0,0,41
63,2018,1,11,4,5,18,3,1,0,0,0,0,43
64,2012,0,14,5,0,6,4,0,0,0,0,1,30
64,2013,2,11,5,2,5,3,0,0,0,1,0,29
64,2014,4,8,3,0,8,6,3,0,1,0,1,34
64,2016,1,13,6,6,15,6,1,0,0,0,0,48
64,2017,3,11,4,9,14,6,2,0,0,0,0,49
64,2018,4,13,8,20,26,11,3,0,1,0,1,87
65,2012,0,13,4,0,4,5,2,0,0,0,1,29
65,2013,0,8,4,2,3,4,0,0,0,0,0,21
65,2014,2,9,4,7,6,8,2,1,1,0,1,41
65,2016,2,15,4,12,20,4,3,0,2,0,1,63
65,2017,1,7,7,4,12,6,3,0,0,0,0,40
65,2018,2,12,6,13,17,5,4,2,0,0,2,63
66,2012,0,15,6,0,6,5,1,0,1,0,0,34
66,2013,0,8,4,2,5,4,1,0,0,0,0,24
66,2014,4,11,6,10,10,8,2,0,1,0,1,53
66,2016,2,14,8,19,15,8,2,0,2,0,1,71
66,2017,1,10,5,14,14,10,2,0,0,0,0,56
66,2018,2,10,5,15,15,10,2,0,1,0,1,61
67,2012,0,9,7,0,6,3,0,0,1,0,0,26
67,2013,1,10,6,4,6,2,0,0,1,0,0,30
67,2014,1,10,7,3,8,4,1,0,0,0,0,34
67,2016,1,12,8,10,18,4,1,0,1,0,0,55
67,2017,0,9,8,7,14,4,1,0,0,0,0,43
67,2018,2,9,9,11,18,7,2,0,1,0,0,59
68,2012,0,12,5,0,6,3,1,0,1,0,0,28
68,2013,0,10,5,3,4,3,2,0,0,0,0,27
68,2014,3,11,6,14,14,13,3,0,1,0,1,66
68,2016,3,13,8,24,19,14,4,1,3,0,2,91
68,2017,4,11,6,14,21,9,1,0,0,0,0,66
68,2018,2,11,7,22,28,15,2,0,3,0,1,91
12a,2012,1,12,4,0,6,6,0,0,0,0,1,30
12a,2013,3,10,3,1,6,4,0,0,1,1,0,29
12a,2014,2,7,2,0,7,4,0,0,0,0,0,22
12a,2016,3,14,3,11,17,5,3,0,0,0,1,57
12a,2017,3,9,3,5,10,4,2,0,0,0,0,36
12a,2018,4,12,3,8,14,4,5,0,1,0,2,53
12b,2012,0,12,2,0,6,5,3,0,1,1,1,31
12b,2013,3,11,1,2,5,4,5,0,1,1,0,33
12b,2014,3,8,2,2,6,3,1,1,0,0,1,27
12b,2016,2,15,2,11,15,6,5,1,2,1,1,61
12b,2017,3,13,3,14,12,5,3,0,0,0,0,53
12b,2018,4,11,3,15,12,8,3,2,1,0,2,61
16a,2012,1,13,4,0,6,5,1,0,1,0,1,32
16a,2013,2,12,4,4,5,4,1,1,0,1,0,34
16a,2014,2,6,2,1,4,3,1,0,0,0,0,19
16a,2016,2,14,3,13,13,8,2,0,2,0,0,57
16a,2017,4,8,2,12,10,4,1,0,0,0,0,41
16a,2018,5,9,2,13,10,4,1,0,1,0,1,46
16b,2012,1,12,6,1,7,3,1,0,1,0,1,33
16b,2013,1,9,4,4,4,2,1,0,0,1,0,26
16b,2014,3,10,5,10,9,3,1,0,1,0,1,43
16b,2016,2,13,6,8,16,4,2,0,0,0,1,52
16b,2017,2,12,4,9,14,3,1,0,0,0,0,45
16b,2018,2,13,4,8,13,4,1,0,1,0,1,47
2a,2012,0,13,3,1,6,5,4,0,1,0,1,34
2a,2013,2,14,4,2,3,4,0,0,1,0,0,30
2a,2014,1,12,2,1,6,3,4,0,1,0,1,31
2a,2016,3,13,2,5,12,4,3,0,1,0,0,43
2a,2017,4,14,5,11,18,5,4,0,0,0,0,61
2a,2018,3,13,2,10,13,6,4,0,2,0,1,54
2b,2012,0,9,3,0,3,4,1,0,0,1,1,22
2b,2013,1,12,3,1,5,3,2,0,1,0,0,28
2b,2014,1,7,4,1,4,2,1,0,0,1,1,22
2b,2017,0,5,3,4,4,3,4,0,0,0,0,23
2b,2018,0,9,2,3,8,2,3,0,0,0,3,30
30a,2012,2,14,5,0,7,4,1,0,0,0,1,34
30a,2013,2,10,3,3,5,3,1,1,0,0,0,28
30a,2014,4,13,3,6,10,4,1,0,0,0,1,42
30a,2016,1,12,4,9,17,7,3,0,1,0,1,55
30a,2017,4,13,4,13,17,5,1,0,0,0,0,57
30a,2018,4,9,2,11,17,5,1,0,0,0,0,49
30b,2012,1,9,4,0,6,6,4,0,0,0,1,31
30b,2013,1,8,3,1,5,4,2,1,0,0,0,25
30b,2014,2,9,4,3,8,8,4,0,0,0,1,39
30b,2016,1,7,4,6,12,5,3,0,0,0,1,39
30b,2017,1,5,2,5,9,7,2,0,0,0,0,31
30b,2018,1,11,4,8,12,8,3,0,1,0,0,48
37a,2012,0,9,5,0,6,4,3,0,0,0,1,28
37a,2013,2,14,5,1,7,4,3,0,0,0,1,37
37a,2014,2,7,5,1,6,3,2,0,0,0,1,27
37a,2016,3,11,5,5,11,4,3,0,1,0,1,44
37a,2017,1,5,5,5,14,3,2,0,0,0,0,35
37a,2018,4,8,3,4,14,4,2,1,0,0,2,42
37b,2012,0,10,4,0,6,2,0,1,0,1,1,25
37b,2013,0,12,3,0,4,0,0,0,0,0,0,19
37b,2014,0,8,3,1,5,0,2,0,0,0,1,20
37b,2016,1,12,5,1,9,3,0,0,0,1,1,33
37b,2017,2,10,3,3,11,3,3,0,0,0,0,35
37b,2018,2,8,6,0,12,0,0,0,0,0,1,29
38a,2012,0,12,5,0,5,3,1,1,0,0,1,28
38a,2013,1,15,5,0,6,3,1,1,0,0,0,32
38a,2014,4,12,5,5,11,3,4,1,0,1,1,47
38a,2016,0,14,7,6,15,4,3,0,1,0,0,50
38a,2017,2,13,6,6,23,6,4,0,0,0,0,60
38a,2018,2,10,6,15,17,6,3,2,0,0,4,65
38b,2012,1,6,5,0,3,2,0,0,1,0,0,18
38b,2013,0,4,5,0,2,1,0,0,0,0,0,12
38b,2017,0,3,5,2,6,0,0,0,0,0,0,16
38b,2018,0,4,6,0,4,0,0,0,0,0,0,14
39a,2012,0,14,6,0,6,4,0,0,0,0,1,31
39a,2013,1,10,7,2,5,3,0,1,0,0,0,29
39a,2014,2,12,6,7,10,6,3,1,0,1,1,49
39a,2016,0,7,7,3,10,2,1,0,0,0,0,30
39a,2017,0,5,5,2,7,4,2,0,0,0,0,25
39a,2018,0,5,8,3,16,4,0,0,0,0,0,36
39b,2012,0,14,4,0,5,5,3,1,1,1,1,35
39b,2013,4,12,6,3,6,4,3,1,1,1,0,41
39b,2014,4,10,5,8,7,7,3,1,1,1,1,48
39b,2016,3,11,7,14,3,9,4,0,2,0,1,54
39b,2017,3,11,4,7,14,7,3,0,0,0,0,49
39b,2018,2,10,6,23,18,7,3,4,1,0,2,76
58a,2012,0,15,4,1,6,6,1,0,1,1,1,36
58a,2013,3,12,6,0,6,3,1,0,1,1,0,33
58a,2014,3,12,5,12,9,10,2,0,1,1,1,56
58a,2016,2,12,5,8,15,4,0,0,1,0,0,47
58a,2017,3,12,5,12,10,11,2,0,0,0,0,55
58a,2018,2,11,6,12,15,7,4,0,1,0,2,60
58b,2012,0,10,6,0,6,3,1,0,0,1,1,28
58b,2013,1,10,5,0,5,2,0,0,0,0,0,23
58b,2014,0,6,5,5,7,2,2,0,0,0,1,28
58b,2017,0,8,6,2,8,0,1,0,0,0,0,25
58b,2018,1,7,7,3,12,1,0,0,0,0,0,31
6a,2012,2,10,1,1,5,4,0,0,1,0,1,25
6a,2013,4,11,0,1,6,3,0,0,1,1,0,27
6a,2014,2,12,1,0,3,2,0,0,0,0,1,21
6a,2016,3,12,1,4,12,3,2,1,0,0,0,38
6a,2017,3,15,2,5,17,3,2,0,0,0,0,47
6a,2018,2,11,1,2,8,3,0,0,1,0,2,30
6b,2012,1,10,1,0,4,3,0,0,1,0,1,21
6b,2013,3,12,1,1,3,4,2,0,1,0,0,27
6b,2014,3,10,1,1,3,4,1,0,0,0,1,24
6b,2016,3,14,2,2,13,4,0,0,0,0,1,39
6b,2017,2,10,3,8,17,7,3,0,0,0,0,50
6b,2018,2,9,2,8,12,6,10,0,1,0,2,52
